Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,sell_in_value,sell_in_count,sell_out_value,sell_out_count,inventory_value,inventory_count
EMEA,Germany,David,Distributor B,Group 2,Category 3,7,2023,3693,118,3521,224,239,71
EMEA,Germany,David,Distributor B,Group 2,Category 3,7,2024,3959,166,2132,101,324,92
EMEA,Germany,David,Distributor B,Group 2,Category 3,7,2025,1253,266,1335,363,527,88
EMEA,Germany,David,Distributor B,Group 2,Category 3,8,2023,3240,146,3578,116,946,35
EMEA,Germany,David,Distributor B,Group 2,Category 3,8,2024,1793,323,1572,115,433,51
EMEA,Germany,David,Distributor B,Group 2,Category 3,8,2025,1033,291,1330,213,914,90
EMEA,Germany,David,Distributor B,Group 2,Category 3,9,2023,4264,285,3730,270,466,85
EMEA,Germany,David,Distributor B,Group 2,Category 3,9,2024,3590,190,1986,359,886,64
EMEA,Germany,David,Distributor B,Group 2,Category 3,10,2023,4525,266,1664,175,655,58
EMEA,Germany,David,Distributor B,Group 2,Category 3,10,2024,1300,458,932,330,778,70
EMEA,Germany,David,Distributor B,Group 2,Category 3,11,2023,3746,412,1050,188,809,96
EMEA,Germany,David,Distributor B,Group 2,Category 3,11,2024,4742,290,2818,301,515,34
EMEA,Germany,David,Distributor B,Group 2,Category 3,12,2023,3298,465,3276,227,536,55
EMEA,Germany,David,Distributor B,Group 2,Category 3,12,2024,1886,419,849,210,462,36
EMEA,Germany,David,Distributor C,Group 1,Category 1,1,2023,4214,306,3059,318,998,49
EMEA,Germany,David,Distributor C,Group 1,Category 1,1,2024,3306,402,3726,333,285,98
EMEA,Germany,David,Distributor C,Group 1,Category 1,1,2025,2228,484,1446,88,556,83
EMEA,Germany,David,Distributor C,Group 1,Category 1,2,2023,1400,154,3337,353,508,65
EMEA,Germany,David,Distributor C,Group 1,Category 1,2,2024,3048,169,2276,311,624,82
EMEA,Germany,David,Distributor C,Group 1,Category 1,2,2025,4902,380,1133,156,671,37
EMEA,Germany,David,Distributor C,Group 1,Category 1,3,2023,2614,121,1084,136,507,24
EMEA,Germany,David,Distributor C,Group 1,Category 1,3,2024,1366,216,1905,139,981,25
EMEA,Germany,David,Distributor C,Group 1,Category 1,3,2025,3956,108,2910,148,678,83
EMEA,Germany,David,Distributor C,Group 1,Category 1,4,2023,2012,353,3498,105,626,62
EMEA,Germany,David,Distributor C,Group 1,Category 1,4,2024,2673,488,3296,335,587,21
EMEA,Germany,David,Distributor C,Group 1,Category 1,4,2025,3160,209,1557,146,474,78
EMEA,Germany,David,Distributor C,Group 1,Category 1,5,2023,2502,258,1554,244,680,83
EMEA,Germany,David,Distributor C,Group 1,Category 1,5,2024,2929,422,1178,249,345,69
EMEA,Germany,David,Distributor C,Group 1,Category 1,5,2025,1442,497,2900,120,232,22
EMEA,Germany,David,Distributor C,Group 1,Category 1,6,2023,4217,229,1954,246,561,70
EMEA,Germany,David,Distributor C,Group 1,Category 1,6,2024,3034,399,2575,302,453,51
EMEA,Germany,David,Distributor C,Group 1,Category 1,6,2025,1977,314,1007,396,604,80
EMEA,Germany,David,Distributor C,Group 1,Category 1,7,2023,4521,435,3794,381,853,56
EMEA,Germany,David,Distributor C,Group 1,Category 1,7,2024,3980,192,3807,212,883,85
EMEA,Germany,David,Distributor C,Group 1,Category 1,7,2025,1117,198,2862,254,604,69
EMEA,Germany,David,Distributor C,Group 1,Category 1,8,2023,4720,441,2402,89,473,69
EMEA,Germany,David,Distributor C,Group 1,Category 1,8,2024,3658,220,2661,129,428,50
EMEA,Germany,David,Distributor C,Group 1,Category 1,8,2025,1465,324,3536,196,256,64
EMEA,Germany,David,Distributor C,Group 1,Category 1,9,2023,2334,242,2877,312,564,24
EMEA,Germany,David,Distributor C,Group 1,Category 1,9,2024,3209,361,1131,168,695,95
EMEA,Germany,David,Distributor C,Group 1,Category 1,10,2023,3991,427,3574,221,880,67
EMEA,Germany,David,Distributor C,Group 1,Category 1,10,2024,3823,454,3036,342,702,64
EMEA,Germany,David,Distributor C,Group 1,Category 1,11,2023,2546,457,3855,190,971,34
EMEA,Germany,David,Distributor C,Group 1,Category 1,11,2024,1315,245,1093,128,231,55
EMEA,Germany,David,Distributor C,Group 1,Category 1,12,2023,2104,386,1045,310,274,67
EMEA,Germany,David,Distributor C,Group 1,Category 1,12,2024,3248,145,3352,332,247,39
EMEA,Germany,David,Distributor C,Group 1,Category 2,1,2023,3095,334,1893,262,808,38
EMEA,Germany,David,Distributor C,Group 1,Category 2,1,2024,2971,226,1845,329,615,88
EMEA,Germany,David,Distributor C,Group 1,Category 2,1,2025,1016,254,990,236,232,89
EMEA,Germany,David,Distributor C,Group 1,Category 2,2,2023,2918,223,1513,398,551,95
EMEA,Germany,David,Distributor C,Group 1,Category 2,2,2024,1793,394,2960,343,507,60
EMEA,Germany,David,Distributor C,Group 1,Category 2,2,2025,2935,156,3200,181,890,49
EMEA,Germany,David,Distributor C,Group 1,Category 2,3,2023,4652,456,1786,376,654,76
EMEA,Germany,David,Distributor C,Group 1,Category 2,3,2024,1291,327,2927,147,303,30
EMEA,Germany,David,Distributor C,Group 1,Category 2,3,2025,1597,249,3014,342,294,40
EMEA,Germany,David,Distributor C,Group 1,Category 2,4,2023,1403,377,3289,234,800,59
EMEA,Germany,David,Distributor C,Group 1,Category 2,4,2024,4913,275,3676,232,496,77
EMEA,Germany,David,Distributor C,Group 1,Category 2,4,2025,4944,402,3457,86,975,40
EMEA,Germany,David,Distributor C,Group 1,Category 2,5,2023,3409,310,3255,82,927,79
EMEA,Germany,David,Distributor C,Group 1,Category 2,5,2024,4631,365,2141,320,699,37
EMEA,Germany,David,Distributor C,Group 1,Category 2,5,2025,3757,497,2245,127,431,90
EMEA,Germany,David,Distributor C,Group 1,Category 2,6,2023,3263,327,3872,288,424,47
EMEA,Germany,David,Distributor C,Group 1,Category 2,6,2024,3582,186,1173,270,332,41
EMEA,Germany,David,Distributor C,Group 1,Category 2,6,2025,2211,369,1534,169,701,51
EMEA,Germany,David,Distributor C,Group 1,Category 2,7,2023,3584,413,1125,364,689,89
EMEA,Germany,David,Distributor C,Group 1,Category 2,7,2024,3537,230,2271,335,637,34
EMEA,Germany,David,Distributor C,Group 1,Category 2,7,2025,1033,280,2455,205,208,40
EMEA,Germany,David,Distributor C,Group 1,Category 2,8,2023,4319,149,3352,113,505,58
EMEA,Germany,David,Distributor C,Group 1,Category 2,8,2024,3088,230,1205,276,918,22
EMEA,Germany,David,Distributor C,Group 1,Category 2,8,2025,2794,371,3280,269,659,52
EMEA,Germany,David,Distributor C,Group 1,Category 2,9,2023,1980,408,2040,269,439,89
EMEA,Germany,David,Distributor C,Group 1,Category 2,9,2024,1440,106,2780,203,646,55
EMEA,Germany,David,Distributor C,Group 1,Category 2,10,2023,1138,105,845,330,255,99
EMEA,Germany,David,Distributor C,Group 1,Category 2,10,2024,4860,223,1113,351,276,62
EMEA,Germany,David,Distributor C,Group 1,Category 2,11,2023,3941,412,3041,123,355,24
EMEA,Germany,David,Distributor C,Group 1,Category 2,11,2024,1519,447,2789,236,453,65
EMEA,Germany,David,Distributor C,Group 1,Category 2,12,2023,1766,474,1979,100,813,77
EMEA,Germany,David,Distributor C,Group 1,Category 2,12,2024,3771,147,2938,281,710,51
EMEA,Germany,David,Distributor C,Group 1,Category 3,1,2023,4416,460,1816,305,525,56
EMEA,Germany,David,Distributor C,Group 1,Category 3,1,2024,4973,124,3302,234,239,25
EMEA,Germany,David,Distributor C,Group 1,Category 3,1,2025,1345,262,1187,378,655,78
EMEA,Germany,David,Distributor C,Group 1,Category 3,2,2023,3484,453,2512,95,291,78
EMEA,Germany,David,Distributor C,Group 1,Category 3,2,2024,3786,305,3364,239,610,67
EMEA,Germany,David,Distributor C,Group 1,Category 3,2,2025,3698,290,3958,260,776,39
EMEA,Germany,David,Distributor C,Group 1,Category 3,3,2023,2111,162,1249,172,313,40
EMEA,Germany,David,Distributor C,Group 1,Category 3,3,2024,1995,290,2154,376,399,55
EMEA,Germany,David,Distributor C,Group 1,Category 3,3,2025,3011,259,2620,381,556,48
EMEA,Germany,David,Distributor C,Group 1,Category 3,4,2023,4221,438,3316,242,892,81
EMEA,Germany,David,Distributor C,Group 1,Category 3,4,2024,2780,138,2277,88,298,64
EMEA,Germany,David,Distributor C,Group 1,Category 3,4,2025,1048,258,3299,110,821,94
EMEA,Germany,David,Distributor C,Group 1,Category 3,5,2023,2471,177,3534,359,270,38
EMEA,Germany,David,Distributor C,Group 1,Category 3,5,2024,2460,107,2716,279,732,88
EMEA,Germany,David,Distributor C,Group 1,Category 3,5,2025,1430,129,2804,142,339,30
EMEA,Germany,David,Distributor C,Group 1,Category 3,6,2023,4677,473,1734,155,753,43
EMEA,Germany,David,Distributor C,Group 1,Category 3,6,2024,1051,371,2967,272,557,46
EMEA,Germany,David,Distributor C,Group 1,Category 3,6,2025,1704,122,1800,152,259,67
EMEA,Germany,David,Distributor C,Group 1,Category 3,7,2023,1279,460,2622,287,473,47
EMEA,Germany,David,Distributor C,Group 1,Category 3,7,2024,1240,278,1710,203,295,61
EMEA,Germany,David,Distributor C,Group 1,Category 3,7,2025,2803,385,1447,381,857,82
EMEA,Germany,David,Distributor C,Group 1,Category 3,8,2023,2439,429,2694,314,882,82
EMEA,Germany,David,Distributor C,Group 1,Category 3,8,2024,1280,404,3798,121,960,70
EMEA,Germany,David,Distributor C,Group 1,Category 3,8,2025,1138,386,3430,170,871,44
EMEA,Germany,David,Distributor C,Group 1,Category 3,9,2023,4335,400,3563,328,547,93
EMEA,Germany,David,Distributor C,Group 1,Category 3,9,2024,4094,107,1922,239,700,72
EMEA,Germany,David,Distributor C,Group 1,Category 3,10,2023,2426,322,3764,287,448,75
EMEA,Germany,David,Distributor C,Group 1,Category 3,10,2024,2202,488,1921,115,764,96
EMEA,Germany,David,Distributor C,Group 1,Category 3,11,2023,1380,245,2878,102,972,46
EMEA,Germany,David,Distributor C,Group 1,Category 3,11,2024,4089,461,933,255,345,62
EMEA,Germany,David,Distributor C,Group 1,Category 3,12,2023,4409,370,1221,174,672,35
EMEA,Germany,David,Distributor C,Group 1,Category 3,12,2024,2451,381,3804,298,454,89
EMEA,Germany,David,Distributor C,Group 2,Category 1,1,2023,2088,280,3321,170,254,60
EMEA,Germany,David,Distributor C,Group 2,Category 1,1,2024,1057,449,3055,276,878,31
EMEA,Germany,David,Distributor C,Group 2,Category 1,1,2025,2676,476,2409,198,639,78
EMEA,Germany,David,Distributor C,Group 2,Category 1,2,2023,1983,397,1306,193,549,23
EMEA,Germany,David,Distributor C,Group 2,Category 1,2,2024,3924,458,2378,321,580,62
EMEA,Germany,David,Distributor C,Group 2,Category 1,2,2025,4932,395,1033,266,579,56
EMEA,Germany,David,Distributor C,Group 2,Category 1,3,2023,4116,200,1050,218,976,44
EMEA,Germany,David,Distributor C,Group 2,Category 1,3,2024,3265,298,3505,220,485,86
EMEA,Germany,David,Distributor C,Group 2,Category 1,3,2025,3994,431,1762,246,766,33
EMEA,Germany,David,Distributor C,Group 2,Category 1,4,2023,2779,227,943,103,721,46
EMEA,Germany,David,Distributor C,Group 2,Category 1,4,2024,4599,100,2360,377,442,93
EMEA,Germany,David,Distributor C,Group 2,Category 1,4,2025,4346,477,1362,280,790,88
EMEA,Germany,David,Distributor C,Group 2,Category 1,5,2023,3822,390,2555,91,341,89
EMEA,Germany,David,Distributor C,Group 2,Category 1,5,2024,1842,263,3407,145,480,32
EMEA,Germany,David,Distributor C,Group 2,Category 1,5,2025,4408,364,1253,367,914,78
EMEA,Germany,David,Distributor C,Group 2,Category 1,6,2023,4109,108,2774,333,861,51
EMEA,Germany,David,Distributor C,Group 2,Category 1,6,2024,4759,161,847,299,610,41
EMEA,Germany,David,Distributor C,Group 2,Category 1,6,2025,3458,448,3976,120,736,22
EMEA,Germany,David,Distributor C,Group 2,Category 1,7,2023,2123,335,1894,303,504,91
EMEA,Germany,David,Distributor C,Group 2,Category 1,7,2024,3172,128,1066,397,451,88
EMEA,Germany,David,Distributor C,Group 2,Category 1,7,2025,4994,105,1063,383,751,38
EMEA,Germany,David,Distributor C,Group 2,Category 1,8,2023,4261,379,1787,245,373,79
EMEA,Germany,David,Distributor C,Group 2,Category 1,8,2024,2817,220,1659,103,426,53
EMEA,Germany,David,Distributor C,Group 2,Category 1,8,2025,3733,160,3320,135,380,31
EMEA,Germany,David,Distributor C,Group 2,Category 1,9,2023,1228,184,1634,267,309,42
EMEA,Germany,David,Distributor C,Group 2,Category 1,9,2024,4578,355,2556,205,257,90
EMEA,Germany,David,Distributor C,Group 2,Category 1,10,2023,4365,272,1350,356,282,96
EMEA,Germany,David,Distributor C,Group 2,Category 1,10,2024,4849,173,1759,220,378,72
EMEA,Germany,David,Distributor C,Group 2,Category 1,11,2023,4073,438,3423,84,690,97
EMEA,Germany,David,Distributor C,Group 2,Category 1,11,2024,2240,452,1762,279,676,61
EMEA,Germany,David,Distributor C,Group 2,Category 1,12,2023,1105,102,902,226,837,32
EMEA,Germany,David,Distributor C,Group 2,Category 1,12,2024,1904,498,1546,186,325,90
EMEA,Germany,David,Distributor C,Group 2,Category 2,1,2023,2401,144,3398,98,503,78
EMEA,Germany,David,Distributor C,Group 2,Category 2,1,2024,1222,236,3145,183,234,32
EMEA,Germany,David,Distributor C,Group 2,Category 2,1,2025,2169,296,1403,100,700,63
EMEA,Germany,David,Distributor C,Group 2,Category 2,2,2023,4729,253,1450,284,200,64
EMEA,Germany,David,Distributor C,Group 2,Category 2,2,2024,3691,198,1894,307,734,26
EMEA,Germany,David,Distributor C,Group 2,Category 2,2,2025,1893,342,2757,232,850,59
EMEA,Germany,David,Distributor C,Group 2,Category 2,3,2023,3595,186,2779,140,677,65
EMEA,Germany,David,Distributor C,Group 2,Category 2,3,2024,4556,223,1202,308,483,43
EMEA,Germany,David,Distributor C,Group 2,Category 2,3,2025,4322,351,2287,154,355,31
EMEA,Germany,David,Distributor C,Group 2,Category 2,4,2023,2063,233,3340,343,377,89
EMEA,Germany,David,Distributor C,Group 2,Category 2,4,2024,1935,157,2290,324,752,27
EMEA,Germany,David,Distributor C,Group 2,Category 2,4,2025,3189,457,1492,337,763,29
EMEA,Germany,David,Distributor C,Group 2,Category 2,5,2023,3162,494,1991,264,772,88
EMEA,Germany,David,Distributor C,Group 2,Category 2,5,2024,1643,182,2615,189,810,65
EMEA,Germany,David,Distributor C,Group 2,Category 2,5,2025,1402,421,1867,369,726,24
EMEA,Germany,David,Distributor C,Group 2,Category 2,6,2023,3633,269,1761,244,487,82
EMEA,Germany,David,Distributor C,Group 2,Category 2,6,2024,2485,388,3653,195,305,62
EMEA,Germany,David,Distributor C,Group 2,Category 2,6,2025,1612,488,1145,119,569,28
EMEA,Germany,David,Distributor C,Group 2,Category 2,7,2023,4879,189,935,322,696,99
EMEA,Germany,David,Distributor C,Group 2,Category 2,7,2024,2053,394,1347,235,578,84
EMEA,Germany,David,Distributor C,Group 2,Category 2,7,2025,4134,456,3773,102,824,81
EMEA,Germany,David,Distributor C,Group 2,Category 2,8,2023,3905,287,966,350,249,79
EMEA,Germany,David,Distributor C,Group 2,Category 2,8,2024,1659,315,3899,392,491,96
EMEA,Germany,David,Distributor C,Group 2,Category 2,8,2025,2097,342,3691,267,351,37
EMEA,Germany,David,Distributor C,Group 2,Category 2,9,2023,1525,303,2424,381,584,97
EMEA,Germany,David,Distributor C,Group 2,Category 2,9,2024,1989,154,3480,361,257,40
EMEA,Germany,David,Distributor C,Group 2,Category 2,10,2023,4071,331,1447,344,726,84
EMEA,Germany,David,Distributor C,Group 2,Category 2,10,2024,3858,335,1031,209,442,43
EMEA,Germany,David,Distributor C,Group 2,Category 2,11,2023,3565,180,3611,295,496,55
EMEA,Germany,David,Distributor C,Group 2,Category 2,11,2024,3154,128,1990,123,391,31
EMEA,Germany,David,Distributor C,Group 2,Category 2,12,2023,4073,266,2273,225,999,37
EMEA,Germany,David,Distributor C,Group 2,Category 2,12,2024,1789,434,1492,316,454,89
EMEA,Germany,David,Distributor C,Group 2,Category 3,1,2023,1088,303,2442,204,635,96
EMEA,Germany,David,Distributor C,Group 2,Category 3,1,2024,1411,478,1637,201,610,41
EMEA,Germany,David,Distributor C,Group 2,Category 3,1,2025,4454,155,3587,366,720,78
EMEA,Germany,David,Distributor C,Group 2,Category 3,2,2023,2907,328,1506,170,211,77
EMEA,Germany,David,Distributor C,Group 2,Category 3,2,2024,1983,310,2382,316,429,67
EMEA,Germany,David,Distributor C,Group 2,Category 3,2,2025,3075,286,3636,196,447,51
EMEA,Germany,David,Distributor C,Group 2,Category 3,3,2023,4115,153,3125,211,653,68
EMEA,Germany,David,Distributor C,Group 2,Category 3,3,2024,1082,465,2804,396,245,58
EMEA,Germany,David,Distributor C,Group 2,Category 3,3,2025,4013,389,1835,270,365,96
EMEA,Germany,David,Distributor C,Group 2,Category 3,4,2023,1250,342,1830,300,369,64
EMEA,Germany,David,Distributor C,Group 2,Category 3,4,2024,3689,202,3183,117,604,26
EMEA,Germany,David,Distributor C,Group 2,Category 3,4,2025,2615,395,1796,183,653,73
EMEA,Germany,David,Distributor C,Group 2,Category 3,5,2023,3890,172,917,134,873,94
EMEA,Germany,David,Distributor C,Group 2,Category 3,5,2024,4222,325,2861,129,703,27
EMEA,Germany,David,Distributor C,Group 2,Category 3,5,2025,3235,476,2318,124,215,77
EMEA,Germany,David,Distributor C,Group 2,Category 3,6,2023,4837,230,2436,235,855,85
EMEA,Germany,David,Distributor C,Group 2,Category 3,6,2024,1221,240,1352,242,283,92
EMEA,Germany,David,Distributor C,Group 2,Category 3,6,2025,3144,285,3624,132,347,58
EMEA,Germany,David,Distributor C,Group 2,Category 3,7,2023,1016,220,2767,329,508,85
EMEA,Germany,David,Distributor C,Group 2,Category 3,7,2024,4599,361,892,282,222,73
EMEA,Germany,David,Distributor C,Group 2,Category 3,7,2025,3628,470,815,131,230,73
EMEA,Germany,David,Distributor C,Group 2,Category 3,8,2023,4944,105,2464,388,728,52
EMEA,Germany,David,Distributor C,Group 2,Category 3,8,2024,4556,122,1496,189,582,27
EMEA,Germany,David,Distributor C,Group 2,Category 3,8,2025,4801,432,3803,179,238,79
EMEA,Germany,David,Distributor C,Group 2,Category 3,9,2023,4775,349,3843,82,655,90
EMEA,Germany,David,Distributor C,Group 2,Category 3,9,2024,1718,361,3367,245,990,33
EMEA,Germany,David,Distributor C,Group 2,Category 3,10,2023,1954,104,1824,346,655,57
EMEA,Germany,David,Distributor C,Group 2,Category 3,10,2024,4963,493,1291,319,811,83
EMEA,Germany,David,Distributor C,Group 2,Category 3,11,2023,3466,143,2910,381,316,53
EMEA,Germany,David,Distributor C,Group 2,Category 3,11,2024,4284,488,2560,338,504,59
EMEA,Germany,David,Distributor C,Group 2,Category 3,12,2023,4030,314,2727,278,454,96
EMEA,Germany,David,Distributor C,Group 2,Category 3,12,2024,4251,401,2213,286,452,48
EMEA,Germany,David,Distributor D,Group 1,Category 1,1,2023,1557,391,1105,130,612,56
EMEA,Germany,David,Distributor D,Group 1,Category 1,1,2024,2700,350,1616,201,916,43
EMEA,Germany,David,Distributor D,Group 1,Category 1,1,2025,2339,461,3798,362,503,50
EMEA,Germany,David,Distributor D,Group 1,Category 1,2,2023,3506,183,1669,158,772,40
EMEA,Germany,David,Distributor D,Group 1,Category 1,2,2024,1478,226,3100,298,473,86
EMEA,Germany,David,Distributor D,Group 1,Category 1,2,2025,2759,153,1051,296,759,55
EMEA,Germany,David,Distributor D,Group 1,Category 1,3,2023,4455,448,2711,367,486,41
EMEA,Germany,David,Distributor D,Group 1,Category 1,3,2024,4137,291,1507,298,406,93
EMEA,Germany,David,Distributor D,Group 1,Category 1,3,2025,2186,418,2670,290,225,51
EMEA,Germany,David,Distributor D,Group 1,Category 1,4,2023,2236,466,3100,86,458,70
EMEA,Germany,David,Distributor D,Group 1,Category 1,4,2024,3294,457,2160,300,778,55
EMEA,Germany,David,Distributor D,Group 1,Category 1,4,2025,1880,418,1203,156,600,91
EMEA,Germany,David,Distributor D,Group 1,Category 1,5,2023,4903,263,1563,344,930,38
EMEA,Germany,David,Distributor D,Group 1,Category 1,5,2024,4824,296,2556,181,699,72
EMEA,Germany,David,Distributor D,Group 1,Category 1,5,2025,2967,310,3797,295,496,78
EMEA,Germany,David,Distributor D,Group 1,Category 1,6,2023,4271,244,1394,184,358,91
EMEA,Germany,David,Distributor D,Group 1,Category 1,6,2024,1823,242,2346,97,724,45
EMEA,Germany,David,Distributor D,Group 1,Category 1,6,2025,2261,308,1990,131,235,79
EMEA,Germany,David,Distributor D,Group 1,Category 1,7,2023,4183,309,2397,318,542,89
EMEA,Germany,David,Distributor D,Group 1,Category 1,7,2024,3838,221,2310,177,694,66
EMEA,Germany,David,Distributor D,Group 1,Category 1,7,2025,1173,206,1835,387,589,56
EMEA,Germany,David,Distributor D,Group 1,Category 1,8,2023,1078,470,3071,165,580,88
EMEA,Germany,David,Distributor D,Group 1,Category 1,8,2024,4579,391,813,341,608,90
EMEA,Germany,David,Distributor D,Group 1,Category 1,8,2025,2447,285,2539,255,574,28
EMEA,Germany,David,Distributor D,Group 1,Category 1,9,2023,1570,305,1003,131,857,69
EMEA,Germany,David,Distributor D,Group 1,Category 1,9,2024,3728,496,3658,268,338,55
EMEA,Germany,David,Distributor D,Group 1,Category 1,10,2023,2083,478,3643,90,291,41
EMEA,Germany,David,Distributor D,Group 1,Category 1,10,2024,4969,148,3454,157,809,97
EMEA,Germany,David,Distributor D,Group 1,Category 1,11,2023,4131,461,3844,115,255,98
EMEA,Germany,David,Distributor D,Group 1,Category 1,11,2024,4061,171,2944,379,469,86
EMEA,Germany,David,Distributor D,Group 1,Category 1,12,2023,1056,279,3480,104,884,53
EMEA,Germany,David,Distributor D,Group 1,Category 1,12,2024,2899,443,3698,155,238,48
EMEA,Germany,David,Distributor D,Group 1,Category 2,1,2023,4513,350,2302,114,923,61
EMEA,Germany,David,Distributor D,Group 1,Category 2,1,2024,1832,159,2857,138,289,72
EMEA,Germany,David,Distributor D,Group 1,Category 2,1,2025,4783,247,2833,268,794,78
EMEA,Germany,David,Distributor D,Group 1,Category 2,2,2023,2333,303,2775,203,498,83
EMEA,Germany,David,Distributor D,Group 1,Category 2,2,2024,4614,429,2932,85,711,78
EMEA,Germany,David,Distributor D,Group 1,Category 2,2,2025,2885,362,1994,351,701,66
EMEA,Germany,David,Distributor D,Group 1,Category 2,3,2023,4416,242,870,209,802,25
EMEA,Germany,David,Distributor D,Group 1,Category 2,3,2024,3424,232,1399,117,209,87
EMEA,Germany,David,Distributor D,Group 1,Category 2,3,2025,4828,265,2056,237,324,70
EMEA,Germany,David,Distributor D,Group 1,Category 2,4,2023,4332,319,2333,258,979,39
EMEA,Germany,David,Distributor D,Group 1,Category 2,4,2024,3215,311,1758,92,227,62
EMEA,Germany,David,Distributor D,Group 1,Category 2,4,2025,2272,406,3215,242,320,67
EMEA,Germany,David,Distributor D,Group 1,Category 2,5,2023,3501,267,2162,298,702,36
EMEA,Germany,David,Distributor D,Group 1,Category 2,5,2024,4156,486,2028,263,914,69
EMEA,Germany,David,Distributor D,Group 1,Category 2,5,2025,2906,244,3542,333,448,45
EMEA,Germany,David,Distributor D,Group 1,Category 2,6,2023,2051,496,2225,163,346,31
EMEA,Germany,David,Distributor D,Group 1,Category 2,6,2024,3149,110,3353,275,232,57
EMEA,Germany,David,Distributor D,Group 1,Category 2,6,2025,1494,468,3727,187,574,46
EMEA,Germany,David,Distributor D,Group 1,Category 2,7,2023,3719,325,931,364,405,99
EMEA,Germany,David,Distributor D,Group 1,Category 2,7,2024,2616,349,925,286,417,46
EMEA,Germany,David,Distributor D,Group 1,Category 2,7,2025,2861,121,3394,377,880,35
EMEA,Germany,David,Distributor D,Group 1,Category 2,8,2023,1126,341,3687,225,786,24
EMEA,Germany,David,Distributor D,Group 1,Category 2,8,2024,4586,271,3121,226,498,93
EMEA,Germany,David,Distributor D,Group 1,Category 2,8,2025,2044,425,1379,398,825,71
EMEA,Germany,David,Distributor D,Group 1,Category 2,9,2023,3627,311,973,136,542,38
EMEA,Germany,David,Distributor D,Group 1,Category 2,9,2024,4911,281,3439,185,589,35
EMEA,Germany,David,Distributor D,Group 1,Category 2,10,2023,4693,272,2441,88,344,20
EMEA,Germany,David,Distributor D,Group 1,Category 2,10,2024,2177,141,3026,274,742,41
EMEA,Germany,David,Distributor D,Group 1,Category 2,11,2023,2867,135,1131,203,912,90
EMEA,Germany,David,Distributor D,Group 1,Category 2,11,2024,4961,408,1253,382,903,61
EMEA,Germany,David,Distributor D,Group 1,Category 2,12,2023,4705,205,3120,281,236,99
EMEA,Germany,David,Distributor D,Group 1,Category 2,12,2024,4586,483,3969,376,605,51
EMEA,Germany,David,Distributor D,Group 1,Category 3,1,2023,3255,216,1670,148,459,43
EMEA,Germany,David,Distributor D,Group 1,Category 3,1,2024,1862,308,1667,165,761,87
EMEA,Germany,David,Distributor D,Group 1,Category 3,1,2025,1530,188,3024,100,878,46
EMEA,Germany,David,Distributor D,Group 1,Category 3,2,2023,2435,449,1182,327,256,70
EMEA,Germany,David,Distributor D,Group 1,Category 3,2,2024,3511,465,1168,223,346,74
EMEA,Germany,David,Distributor D,Group 1,Category 3,2,2025,1123,101,3329,314,278,66
EMEA,Germany,David,Distributor D,Group 1,Category 3,3,2023,3515,408,2457,170,862,33
EMEA,Germany,David,Distributor D,Group 1,Category 3,3,2024,2601,478,3532,290,890,50
EMEA,Germany,David,Distributor D,Group 1,Category 3,3,2025,4784,111,2187,311,973,83
EMEA,Germany,David,Distributor D,Group 1,Category 3,4,2023,2154,351,3512,174,797,32
EMEA,Germany,David,Distributor D,Group 1,Category 3,4,2024,3338,224,1242,223,237,84
EMEA,Germany,David,Distributor D,Group 1,Category 3,4,2025,3232,465,2737,123,298,27
EMEA,Germany,David,Distributor D,Group 1,Category 3,5,2023,2430,456,3495,355,218,89
EMEA,Germany,David,Distributor D,Group 1,Category 3,5,2024,2752,144,3377,88,665,80
EMEA,Germany,David,Distributor D,Group 1,Category 3,5,2025,1226,291,3674,103,418,31
EMEA,Germany,David,Distributor D,Group 1,Category 3,6,2023,3562,209,2575,222,422,77
EMEA,Germany,David,Distributor D,Group 1,Category 3,6,2024,2183,132,1314,205,646,71
EMEA,Germany,David,Distributor D,Group 1,Category 3,6,2025,4493,476,1119,295,544,76
EMEA,Germany,David,Distributor D,Group 1,Category 3,7,2023,2339,151,2948,215,247,21
EMEA,Germany,David,Distributor D,Group 1,Category 3,7,2024,2266,259,807,222,299,58
EMEA,Germany,David,Distributor D,Group 1,Category 3,7,2025,2560,445,832,235,236,88
EMEA,Germany,David,Distributor D,Group 1,Category 3,8,2023,3123,142,3252,256,711,88
EMEA,Germany,David,Distributor D,Group 1,Category 3,8,2024,3204,391,3681,141,764,68
EMEA,Germany,David,Distributor D,Group 1,Category 3,8,2025,1918,290,3583,369,813,20
EMEA,Germany,David,Distributor D,Group 1,Category 3,9,2023,2636,106,3359,264,619,97
EMEA,Germany,David,Distributor D,Group 1,Category 3,9,2024,3985,455,3662,222,675,28
EMEA,Germany,David,Distributor D,Group 1,Category 3,10,2023,3937,246,2781,252,426,32
EMEA,Germany,David,Distributor D,Group 1,Category 3,10,2024,2092,244,2951,161,734,67
EMEA,Germany,David,Distributor D,Group 1,Category 3,11,2023,3788,487,2303,261,442,51
EMEA,Germany,David,Distributor D,Group 1,Category 3,11,2024,2208,122,2765,112,789,78
EMEA,Germany,David,Distributor D,Group 1,Category 3,12,2023,3752,143,3189,266,820,74
EMEA,Germany,David,Distributor D,Group 1,Category 3,12,2024,3842,362,2748,91,942,40
EMEA,Germany,David,Distributor D,Group 2,Category 1,1,2023,4472,488,3500,316,871,67
